person	organization	position	notes	g_e
Press / William H.	Council on Foreign Relations			
Pressler / Larry	Council on Foreign Relations			
Preston / Stephen W.	Council on Foreign Relations			
Prewitt / Kenneth	Council on Foreign Relations			
Price / Bryan	Council on Foreign Relations			
Price / Daniel M.	Council on Foreign Relations			
Price / John R. Jr.	Council on Foreign Relations			
Price / Raymond K. Jr.	Council on Foreign Relations			
Price / Robert	Council on Foreign Relations			
Price / Sara Dawes	Council on Foreign Relations			
Price / Steven	Council on Foreign Relations			
Priest / William W. Jr.	Council on Foreign Relations			
Prieto / Daniel B. III	Council on Foreign Relations			
Prince / Charles O. III	Council on Foreign Relations			m-W
Pritzker / Thomas J.	Council on Foreign Relations			
Proenza / Luis M.	Council on Foreign Relations			
Prueher / Joseph W.	Council on Foreign Relations			m-W
Pryce / Jeffrey F.	Council on Foreign Relations			
Puchala / Donald James	Council on Foreign Relations			
Puckett / Robert H.	Council on Foreign Relations			
Pulling / Edward L.	Council on Foreign Relations			
Pulling / Thomas L.	Council on Foreign Relations			
Purcell / Susan Kaufman	Council on Foreign Relations			f-W
Puri / Shaifali	Council on Foreign Relations			
Pursley / Robert E.	Council on Foreign Relations			
Pustay / John S.	Council on Foreign Relations			
Putnam / Robert D.	Council on Foreign Relations			
Pyle / Kenneth B.	Council on Foreign Relations			
Pyle / Michael	Council on Foreign Relations			
Qalbani / Adeel	Council on Foreign Relations			
Quainton / Anthony C. E.	Council on Foreign Relations			
Quam / Lois E.	Council on Foreign Relations			
Quandt / William B.	Council on Foreign Relations			
Quartel / Robert Jr.	Council on Foreign Relations			
Quelch / John Anthony	Council on Foreign Relations			
Quigley / Kevin F. F.	Council on Foreign Relations			
Quinn / Jane Bryant	Council on Foreign Relations			
Raab / Jennifer J.	Council on Foreign Relations			
Rabb / Bruce	Council on Foreign Relations			
Radtke / Robert W.	Council on Foreign Relations			
Rahman / Anika	Council on Foreign Relations			
Rahman / Zeenat	Council on Foreign Relations			
Raimondo / Gina	Council on Foreign Relations			
Raines / Franklin D.	Council on Foreign Relations			
Raisian / John	Council on Foreign Relations			
Ramakrishna / Kilaparti	Council on Foreign Relations			
Ramaswamy / Sangeetha	Council on Foreign Relations			
Ramchandani / Sunny	Council on Foreign Relations			
Ramer / Bruce M.	Council on Foreign Relations			
Ramer / Lawrence J.	Council on Foreign Relations			
Ramirez / Lilia L.	Council on Foreign Relations			
Ramo / Simon	Council on Foreign Relations			
Ramsay / Alston	Council on Foreign Relations			
Ramsey / W. Russell	Council on Foreign Relations			
Rand / Dafna Hochman	Council on Foreign Relations			
Randall / Lisa	Council on Foreign Relations			
Randolph / R. Sean	Council on Foreign Relations			
Randt / Clark T. Jr.	Council on Foreign Relations			m-W
Ranis / Gustav	Council on Foreign Relations			
Rankin / Clyde E. III	Council on Foreign Relations			
Raphel / Robin Lynn	Council on Foreign Relations			
Rapp / Edward J.	Council on Foreign Relations			
Rappaport / Alan H.	Council on Foreign Relations			
Rascoff / Samuel James	Council on Foreign Relations			
Rashid / Hussein	Council on Foreign Relations			
Ratchford / J. Thomas	Council on Foreign Relations			
Rather / Dan	Council on Foreign Relations			
Ratner / Ely S.	Council on Foreign Relations			
Ratnesar / Romesh M.	Council on Foreign Relations			
Rattner / Steven L.	Council on Foreign Relations			
Rattray / Gregory John	Council on Foreign Relations			
Rauch / Rudolph S.	Council on Foreign Relations			
Raul / Alan Charles	Council on Foreign Relations			
Raustiala / Kal	Council on Foreign Relations			
Ravenal / Earl C.	Council on Foreign Relations			
Ravich / Samantha F.	Council on Foreign Relations			
Ravitch / Richard	Council on Foreign Relations			
Raymond / David A.	Council on Foreign Relations			
Raymond / Douglas A.	Council on Foreign Relations			
Raymond / Lee R.	Council on Foreign Relations			m-W
Reade / Claire E.	Council on Foreign Relations			
Realuyo / Celina B.	Council on Foreign Relations			
Rebolledo / Iván C.	Council on Foreign Relations			
Reckford / Jonathan T. M.	Council on Foreign Relations			
Rediker / Douglas Alan	Council on Foreign Relations			
Reed / Charles B.	Council on Foreign Relations			
Reed / Jack	Council on Foreign Relations			
Reed / Joseph Verner	Council on Foreign Relations			
Reed / Lucy Ferguson	Council on Foreign Relations			
Reese / William Sears	Council on Foreign Relations			
Reffkin / Robert	Council on Foreign Relations			
Regan / Ned	Council on Foreign Relations			
Regan / Trish	Council on Foreign Relations			
Regens / James L.	Council on Foreign Relations			
Reichert / William M.	Council on Foreign Relations			
Reid / Ogden	Council on Foreign Relations			
Reif / Leo Rafael	Council on Foreign Relations			
Reiling / Peter A.	Council on Foreign Relations			
Reilly / Saskia Shane	Council on Foreign Relations			
Reilly / William K.	Council on Foreign Relations			m-W
Reimer / Dennis Joe	Council on Foreign Relations			
Reimers / Fernando Miguel	Council on Foreign Relations			
Reinhardt / John E.	Council on Foreign Relations			
Reinhart / Carmen M.	Council on Foreign Relations			
Reinharz / Jehuda	Council on Foreign Relations			
Reisman / William Michael	Council on Foreign Relations			
Reiss / Mitchell B.	Council on Foreign Relations			
Remache / Julie Ann	Council on Foreign Relations			
Remington / Thomas F.	Council on Foreign Relations			
Remnick / David J.	Council on Foreign Relations			
Renfrew / Charles Byron	Council on Foreign Relations			
Rennie / Milbrey	Council on Foreign Relations			
Rennie / Renate	Council on Foreign Relations			
Renuart / Victor Eugene Jr.	Council on Foreign Relations			
Reppert / John C.	Council on Foreign Relations			
Resnicoff / Arnold E.	Council on Foreign Relations			
Resor / Stanley R.	Council on Foreign Relations			
Ressel / Teresa M.	Council on Foreign Relations			
Reuter / Timothy	Council on Foreign Relations			
Revere / Evans J. R.	Council on Foreign Relations			
Revesz / Richard L.	Council on Foreign Relations			
Revzin / Philip S.	Council on Foreign Relations			
Reynoso / Julissa	Council on Foreign Relations			
Rhodes / William R.	Council on Foreign Relations			
Ricardel / Mira R.	Council on Foreign Relations			
Rice / Condoleezza	Council on Foreign Relations			
Rice / Donald S.	Council on Foreign Relations			
Rice / Joseph A.	Council on Foreign Relations			
Rice / Joseph Lee III	Council on Foreign Relations			
Rice / Susan E.	Council on Foreign Relations			
Rich / John H. Jr.	Council on Foreign Relations			
Rich / Michael D.	Council on Foreign Relations			
Richard / Anne C.	Council on Foreign Relations			
Richards / Paul G.	Council on Foreign Relations			
Richardson / Frank E.	Council on Foreign Relations			
Richardson / Henry J. III	Council on Foreign Relations			
Richardson / William B.	Council on Foreign Relations			
Richardson / William R.	Council on Foreign Relations			
Richardson / Yolonda C.	Council on Foreign Relations			
Richburg / Keith B.	Council on Foreign Relations			
Richter / Anthony	Council on Foreign Relations			
Riddell / Malcolm C.	Council on Foreign Relations			
Ridgway / Rozanne L.	Council on Foreign Relations			f-W
Rieckhoff / Paul	Council on Foreign Relations			
Rieff / David	Council on Foreign Relations			
Rielly / John E.	Council on Foreign Relations			
Riffat / Imran	Council on Foreign Relations			
Rifkind / Robert S.	Council on Foreign Relations			
Riordan / Michael L.	Council on Foreign Relations			
Riotta / Giovanni	Council on Foreign Relations			
Rishikof / Harvey	Council on Foreign Relations			
Ritch / John B. III	Council on Foreign Relations			
Rivkin / David B. Jr.	Council on Foreign Relations			
Rivkin / David W.	Council on Foreign Relations			
Rivlin / Alice M.	Council on Foreign Relations			
Rizk / Nayla M.	Council on Foreign Relations			
Roach / Stephen S.	Council on Foreign Relations			
Robb / Charles S.	Council on Foreign Relations			
Robbins / Carla Anne	Council on Foreign Relations			
Robbins / Elizabeth Jane	Council on Foreign Relations			
Robbins / Rachel F.	Council on Foreign Relations			
Robert / Stephen	Council on Foreign Relations			
Roberts / Bradley H.	Council on Foreign Relations			
Roberts / John J.	Council on Foreign Relations			
Roberts / Walter R.	Council on Foreign Relations			
Robinson / Barbara Paul	Council on Foreign Relations			
Robinson / David Z.	Council on Foreign Relations			
Robinson / Davis R.	Council on Foreign Relations			
Robinson / James D. III	Council on Foreign Relations			m-W
Robinson / Linda	Council on Foreign Relations			
Robinson / Pearl T.	Council on Foreign Relations			
Robison / Olin C.	Council on Foreign Relations			
Rocca / Christina B.	Council on Foreign Relations			
Rocha / V. Manuel	Council on Foreign Relations			
Roche / James G.	Council on Foreign Relations			
Rockefeller / David Jr.	Council on Foreign Relations			
Rockefeller / David Sr.	Council on Foreign Relations			
Rockefeller / John D. IV	Council on Foreign Relations			
Rockefeller / Nicholas	Council on Foreign Relations			
Rockefeller / Steven C.	Council on Foreign Relations			
Rockwell / Hays H.	Council on Foreign Relations			
Rockwell / Keith McElroy	Council on Foreign Relations			
Rodin / Judith	Council on Foreign Relations			f-W
Rodriguera / Sergio Jr.	Council on Foreign Relations			
Rodriguez / Cristina Maria	Council on Foreign Relations			
Rodriguez / Rita M.	Council on Foreign Relations			
Rodrik / Dani	Council on Foreign Relations			
Roett / Riordan	Council on Foreign Relations			
Rogers / Edward M. Jr.	Council on Foreign Relations			
Rogers / James E.	Council on Foreign Relations			m-W
Rogers / John M.	Council on Foreign Relations			
Roggero / Frederick F.	Council on Foreign Relations			
Rogoff / Kenneth S.	Council on Foreign Relations			
Rohan / Karen M.	Council on Foreign Relations			
Rohatyn / Felix G.	Council on Foreign Relations			
Rohlen / Thomas P.	Council on Foreign Relations			
Rohlfing / Joan	Council on Foreign Relations			
Rokke / Ervin J.	Council on Foreign Relations			
Roman / Nancy Ellen	Council on Foreign Relations			
Romanowski / Alina L.	Council on Foreign Relations			
Romberg / Alan D.	Council on Foreign Relations			
Romer / Paul	Council on Foreign Relations			
Romero / Philip Joseph	Council on Foreign Relations			
Romero-Barcelo / Carlos A.	Council on Foreign Relations			
Rometty / Virginia M.	Council on Foreign Relations			f-W
Romig / Alton D. Jr.	Council on Foreign Relations			
Rondeau / Ann E.	Council on Foreign Relations			
Roosevelt / Theodore IV	Council on Foreign Relations			
Rose / Charles Peete Jr.	Council on Foreign Relations			
Rose / Daniel	Council on Foreign Relations			
Rose / Elihu	Council on Foreign Relations			
Rose / Gideon	Council on Foreign Relations			
Rose / Joseph B.	Council on Foreign Relations			
Rose / Marshall	Council on Foreign Relations			
Roseboro / Brian C.	Council on Foreign Relations			
Rosecrance / Richard	Council on Foreign Relations			
Rosen / Amy M.	Council on Foreign Relations			
Rosen / Daniel H.	Council on Foreign Relations			
Rosen / Gary	Council on Foreign Relations			
Rosen / Jack	Council on Foreign Relations			
Rosen / Jeffrey A.	Council on Foreign Relations			
Rosen / Robert L.	Council on Foreign Relations			
Rosenberg / Mark B.	Council on Foreign Relations			
Rosenberg / Zeda F.	Council on Foreign Relations			
Rosenblatt / Lionel A.	Council on Foreign Relations			
Rosenblatt / Peter R.	Council on Foreign Relations			
Rosenblum / Mort L.	Council on Foreign Relations			
Rosenfeld / Gerald	Council on Foreign Relations			
Rosenfield / Patricia L.	Council on Foreign Relations			
Rosenkranz / Robert	Council on Foreign Relations			
Rosensweig / Jeffrey A.	Council on Foreign Relations			
Rosenthal / Andrew M.	Council on Foreign Relations			
Rosenthal / Douglas Eurico	Council on Foreign Relations			
Rosenthal / Jack	Council on Foreign Relations			
Rosenthal / Joel H.	Council on Foreign Relations			
Rosenthal / Mitchell S.	Council on Foreign Relations			
Rosenwald / E. John Jr.	Council on Foreign Relations			
Rosenwald / Nina	Council on Foreign Relations			
Rosenzweig / Robert M.	Council on Foreign Relations			
Rosett / Claudia	Council on Foreign Relations			
Rosner / Jeremy D.	Council on Foreign Relations			
Rosovsky / Henry	Council on Foreign Relations			
Ross / Christopher W. S.	Council on Foreign Relations			
Ross / Dennis B.	Council on Foreign Relations			
Ross / Gary N.	Council on Foreign Relations			
Ross / Robert S.	Council on Foreign Relations			
Ross / Thomas Jr.	Council on Foreign Relations			
Rossabi / Morris	Council on Foreign Relations			
Rosso / David J.	Council on Foreign Relations			
Rossotti / Charles O.	Council on Foreign Relations			m-W
Rostow / Nicholas	Council on Foreign Relations			
Rotberg / Robert I.	Council on Foreign Relations			
Roth / Kenneth	Council on Foreign Relations			
Roth / Stanley O.	Council on Foreign Relations			
Roth / William M.	Council on Foreign Relations			
Rothkopf / Adrean Scheid	Council on Foreign Relations			
Rothkopf / David Jochanan	Council on Foreign Relations			
Rottenberg / Linda D.	Council on Foreign Relations			
Roubini / Nouriel	Council on Foreign Relations			
Roughead / Gary	Council on Foreign Relations			
Route / Ronald A.	Council on Foreign Relations			
Rovine / Arthur W.	Council on Foreign Relations			
Rowen / Henry S.	Council on Foreign Relations			
Rowny / Edward L.	Council on Foreign Relations			
Roy / J. Stapleton	Council on Foreign Relations			
Rubenstein / Leonard S.	Council on Foreign Relations			
Rubin / Arthur Mark	Council on Foreign Relations			
Rubin / Barnett R.	Council on Foreign Relations			
Rubin / Gretchen C.	Council on Foreign Relations			
Rubin / James P.	Council on Foreign Relations			
Rubin / Nancy H.	Council on Foreign Relations			
Rubin / Nilmini Gunaratne	Council on Foreign Relations			
Rubin / Trudy S.	Council on Foreign Relations			
Rudder / Philip C.	Council on Foreign Relations			
Rudenstine / Neil L.	Council on Foreign Relations			
Rudin / William C.	Council on Foreign Relations			
Rudman / Warren B.	Council on Foreign Relations			
